paper_id,title,status,pred_score,gt_avg_score,abs_error,cost_usd,openrouter_calls,input_tokens,output_tokens,total_tokens,job_id,review_path,error,pred_decision,gt_binary,gt_score_0,gt_score_1,gt_score_2,gt_score_3,gt_score_4,gt_score_5,gt_score_6
N7ziRPTNdT,Generation is Required for Data-Efficient Perception,completed,6.0,5.5,0.5,0.03222423,28,3028605,22521,3051126,58504c17-e1d5-4b9a-8a4c-509a35e7ed8d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/N7ziRPTNdT.md,,,Reject,6.0,6.0,6.0,4.0,,,
NFB4QGGS65,The Geometry of LLM Quantization: GPTQ as Babai's Nearest Plane Algorithm,completed,6.5,6.5,0.0,0.03435416,26,3066232,22604,3088836,41459af6-25c9-41f2-b7ee-c904f65e2881,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/NFB4QGGS65.md,,,Accept,8.0,8.0,4.0,6.0,,,
OuMNJoKJBQ,Alignment-Weighted DPO:  A principled reasoning approach to improve safety alignment,failed,,4.5,,0.02473726,17,1599038,10181,1609219,f4179e72-e53a-4606-b9a9-f35349cc7d4d,,ModelBehaviorError: Tool pdf_animate not found in agent DeepReviewer2TextBenchmarkAgent,,Accept,4.0,4.0,6.0,4.0,,,
NcvmuiLuZn,Noise-to-Process Transformation: A Weak-Prior Paradigm for Single-Trajectory Stochastic Process Modeling,completed,6.0,2.5,3.5,0.02974121,23,2447027,21324,2468351,3b9149cc-21d3-40a1-9cbb-2185f8f8fcd3,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/NcvmuiLuZn.md,,,Reject,4.0,2.0,2.0,2.0,,,
NIvqiJ8R4J,PELICAN: Personalized Education via LLM-powered Cognitive Diagnosis and Adaptive Tutoring,completed,5.5,5.0,0.5,0.03335792,27,3024473,22113,3046586,269ecf9d-ba63-47d8-9e80-b699d746669a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/NIvqiJ8R4J.md,,,Reject,4.0,6.0,2.0,8.0,,,
NfO2Lt2WY7,Are complicated loss functions necessary for teaching LLMs to reason?,completed,5.0,2.0,3.0,0.03315748,27,2988209,23661,3011870,24bb4a17-2edd-470f-8517-568c8aa85e06,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/NfO2Lt2WY7.md,,,Reject,6.0,0.0,0.0,2.0,,,
OAXECnLxuk,DaVinci: Reinforcing Visual-Structural Syntax in MLLMs for Generalized Scientific Diagram Parsing,completed,6.5,5.5,1.0,0.03109949,27,2864161,21448,2885609,3aac6004-da18-40d2-ad8b-11e445bde008,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/OAXECnLxuk.md,,,Accept,6.0,4.0,6.0,6.0,,,
O75R5yyw4R,Effective Test-Time Scaling of Discrete Diffusion through Iterative Refinement,completed,5.0,4.67,0.33,0.03233206,32,3224705,22323,3247028,fd5b9554-36ce-4c0c-9b69-820b5e525378,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/O75R5yyw4R.md,,,Reject,4.0,4.0,6.0,,,,
OJupg4mDjS,On the Wasserstein Geodesic Principal Component Analysis of probability measures,completed,6.0,7.0,1.0,0.03335067,28,3130138,22253,3152391,ed701e76-135a-42fb-b7fd-dd8e1136a2b3,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/OJupg4mDjS.md,,,Accept,4.0,8.0,6.0,10.0,,,
OUQ8kLRK3m,Truly Assessing Fluid Intelligence of Large Language Models through Dynamic Reasoning Evaluation,completed,5.0,4.0,1.0,0.03196008,28,3113683,17925,3131608,ab98b321-f3f2-479a-ae40-1500ed52d746,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/OUQ8kLRK3m.md,,,Reject,6.0,2.0,2.0,6.0,,,
OPFE1zPYbU,Rethinking Diffusion Model in High Dimension,completed,5.0,1.0,4.0,0.02878153,29,2641661,22625,2664286,cf6aafdb-71b5-4e30-a53e-22579eae13bc,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/OPFE1zPYbU.md,,,Reject,0.0,2.0,0.0,2.0,,,
O6n4dgTBBL,Stabilizing Gradient Descent via Second-Order Control-Theoretic Dynamics,completed,4.0,0.67,3.33,0.03701883,33,3738040,27441,3765481,b1d93c7d-a60c-4d54-aa75-193d4f69ef8f,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/O6n4dgTBBL.md,,,Reject,0.0,0.0,2.0,,,,
P1qlqfRtgo,Comparison of Neural Network Architectures in the Thermal Explosion Approximation Problem,completed,5.5,2.0,3.5,0.02696767,29,2451040,21956,2472996,674a7918-dcaf-45e7-8b56-45df00c6a235,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/P1qlqfRtgo.md,,,Reject,2.0,2.0,2.0,2.0,,,
NlHHlqP1zk,Are Large Language Models Good XAI Annotators?,completed,5.0,4.67,0.33,0.03606328,35,3527571,31106,3558677,8cade30c-85e4-4968-9090-1f05f5018ff6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/NlHHlqP1zk.md,,,Reject,2.0,6.0,6.0,,,,
PFhrOUJZ5o,LAION-Comp: Unlocking Controllable and Compositional Generation with Structural Annotations,completed,5.5,5.0,0.5,0.0357667,32,3622081,24187,3646268,22112576-fac5-4c2b-b434-023bd3be85c0,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/PFhrOUJZ5o.md,,,Reject,4.0,4.0,6.0,6.0,,,
Pxd5mjwznl,Difference back propagation with inverse sigmoid function,completed,2.5,0.0,2.5,0.02517152,24,1998332,22187,2020519,c9e1b5e7-c455-479c-a760-56c53786933a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Pxd5mjwznl.md,,,Reject,0.0,0.0,0.0,,,,
Pa6ak2B9jJ,Auto-RT: Automatic Jailbreak Strategy Exploration for Red-Teaming Large Language Models,completed,6.5,5.33,1.17,0.03627637,31,3596923,24976,3621899,64ae612c-7bed-40dd-8861-ff07f457ca5a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Pa6ak2B9jJ.md,,,Accept,6.0,6.0,4.0,,,,
Olc7XhgstJ,SteadyThought: Mitigating LLM Under-Thinking via Thought-Level Preference Optimization,completed,6.0,4.0,2.0,0.03838205,37,4150792,27453,4178245,8c75198c-d800-4f7b-8cfe-db7068d85edf,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Olc7XhgstJ.md,,,Reject,2.0,4.0,4.0,6.0,,,
Q5SSA6IonA,Fourier Neural Filter as Generic Vision Backbone,completed,5.5,5.0,0.5,0.03504958,29,3316231,22643,3338874,d81a7f70-ceab-49e9-b840-00c530635c10,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Q5SSA6IonA.md,,,Reject,6.0,4.0,4.0,6.0,,,
Q6TymStAvS,ShadowFM: Geometric Approaches for Learning Quantum Many-Body States with Flow Matching on Classical Shadows,completed,6.0,3.5,2.5,0.03586374,29,3389882,25291,3415173,de8ccbf2-19c8-4003-ae61-9717a92826e9,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Q6TymStAvS.md,,,Reject,2.0,2.0,6.0,4.0,,,
QIIrjgUnL1,Position-Aware Attention Mechanism: A Mathematical Framework for Enhanced Spatial Information Processing in Transformer Architectures,completed,5.0,3.0,2.0,0.03114746,26,2616537,25887,2642424,7809ed28-fb41-46f7-89c5-78d7c5f276fb,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/QIIrjgUnL1.md,,,Reject,2.0,2.0,2.0,6.0,,,
R8y089OGoo,Dichotomous Diffusion Policy Optimization,completed,7.0,5.0,2.0,0.03359866,25,3019905,21180,3041085,162f4233-4687-4cce-9e47-ddb3deb4b396,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/R8y089OGoo.md,,,Accept,4.0,4.0,6.0,6.0,,,
RT5SlprCmc,Learning the Minimum Action Distance,completed,6.0,4.5,1.5,0.02876031,23,2312379,21923,2334302,27a3be97-7261-46c5-bb7d-0f434ee13e03,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RT5SlprCmc.md,,,Reject,6.0,6.0,2.0,4.0,,,
RNsydf7HB4,GAMA: A Neural Neighborhood Search Method with Graph-aware Multi-modal Attention for Vehicle Routing Problem,completed,6.0,2.5,3.5,0.03047864,26,2675508,22425,2697933,b299cb55-b44c-40ba-a47a-38f707652441,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RNsydf7HB4.md,,,Reject,2.0,2.0,2.0,4.0,,,
Rd0yhdfueL,BHAVNET: Efficient Knowledge Transfer from Large Knowledge Models to Task-Specific Architectures through Features,completed,4.0,1.0,3.0,0.02700148,24,2176105,22062,2198167,b5c7aac2-9c79-430b-9157-265f0b087e10,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Rd0yhdfueL.md,,,Reject,2.0,0.0,0.0,2.0,,,
RNe17WTR38,Self-Evolving Language Models via Simple Generator-Verifier Games,completed,6.0,2.0,4.0,0.03481292,30,3445606,23029,3468635,37a650c1-b10b-4adb-ba5a-ab62d815656b,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RNe17WTR38.md,,,Reject,2.0,2.0,2.0,2.0,,,
R0ZKcQlF2C,ArenaBencher: Automatic Benchmark Evolution via Multi-Model Competitive Evaluation,completed,5.0,4.0,1.0,0.03298604,27,2793991,27583,2821574,1e4f2a43-bb2a-4b72-929f-868c215d32f2,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/R0ZKcQlF2C.md,,,Reject,4.0,2.0,6.0,,,,
QSPKIO3XV8,Dimension Domain Co-decomposition: Solving PDEs with Interpretability,completed,6.0,3.0,3.0,0.03612486,34,3595367,29666,3625033,0eda14e8-dc71-415b-b393-ee02b18f6fe4,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/QSPKIO3XV8.md,,,Reject,0.0,4.0,4.0,4.0,,,
QryPmx2MNh,Chain of Thought in Order: Discovering Learning-Friendly Orders for Arithmetic,completed,6.0,3.5,2.5,0.03780859,40,4132230,26156,4158386,c2544f4e-6d9b-4312-8007-482b122f9056,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/QryPmx2MNh.md,,,Reject,4.0,4.0,2.0,4.0,,,
RDAhLHEHDm,Lost in Tokenization: Context as the Key to Unlocking Biomolecular Understanding in Scientific LLMs,completed,6.0,6.5,0.5,0.03045192,26,2625218,24080,2649298,f531437b-384d-4ce8-9225-68c5c4348773,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RDAhLHEHDm.md,,,Accept,8.0,6.0,6.0,6.0,,,
RlMCc0JTu4,MimicTouch:Tactile Affordance for Robot Synesthesia for Dexterous Manipulation,completed,3.0,0.0,3.0,0.02659941,24,2245913,18211,2264124,862b959a-9c81-4247-8983-8cec26831585,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RlMCc0JTu4.md,,,Reject,0.0,0.0,0.0,0.0,,,
Rj5ZJk956j,Weakening Neurons: A Newly Discovered Read-Write Functionality in Transformers with Outsize Influence,completed,6.5,4.67,1.83,0.03079915,24,2612184,21112,2633296,5796d83e-00f2-4c7b-a659-6dce725d3f1c,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Rj5ZJk956j.md,,,Reject,4.0,2.0,8.0,,,,
Ry8jLSYIUG,We Can Hide More Bits: The Unused Watermarking Capacity in Theory and in Practice,completed,6.5,5.33,1.17,0.03175675,25,2881411,17491,2898902,33f5bdf7-ce5c-4007-b907-97f9a1e1cc2d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Ry8jLSYIUG.md,,,Reject,4.0,6.0,6.0,,,,
Rt9SeEAMWv,"Stability, Complexity and Data-Dependent Worst-Case Generalization Bounds",completed,5.0,4.8,0.2,0.03189197,25,2858727,20786,2879513,0bbc870d-f02e-47d2-b463-7013d57e5a2d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Rt9SeEAMWv.md,,,Reject,6.0,4.0,2.0,6.0,6.0,,
SA8xDYrUYB,Purrception: Variational Flow Matching for Vector-Quantized Image Generation,completed,5.5,3.5,2.0,0.02891672,27,2632260,19592,2651852,c82dd839-4174-46a9-a0aa-8069a8870a78,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/SA8xDYrUYB.md,,,Accept,4.0,4.0,2.0,4.0,,,
QnuJR7qA3z,HARA: A Unified Framework for Hardware-Efficient Non-Linearity in Transformers,completed,5.0,4.5,0.5,0.04126672,35,3926786,40312,3967098,3d83018b-e161-4a82-84f0-b590f4f27c76,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/QnuJR7qA3z.md,,,Reject,6.0,6.0,2.0,4.0,,,
RpDJz00zNh,ConciseHint: Boosting Efficient Reasoning via Continuous Concise Hints during Generation,completed,6.0,4.5,1.5,0.03472902,33,3634124,21735,3655859,c5d45656-5ea8-4cb0-a9ea-d4c3318bc92e,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RpDJz00zNh.md,,,Reject,4.0,6.0,4.0,4.0,,,
Rip3EJc4nx,High-Fidelity Pruning for Large Language Models,completed,5.0,4.0,1.0,0.03976748,41,4319729,29343,4349072,541c4443-4e36-4002-a598-83f3e81273ab,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Rip3EJc4nx.md,,,Reject,4.0,4.0,4.0,4.0,,,
SkmkGKEZ1U,O-Forge: An LLM + Computer Algebra Framework for Asymptotic Analysis,completed,5.0,0.5,4.5,0.02776052,28,2521248,20730,2541978,454dcbb4-91c9-46cb-94a5-de2007adac4d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/SkmkGKEZ1U.md,,,Reject,0.0,0.0,2.0,0.0,,,
RtS4UqSmNt,Steering the Herd: A Framework for LLM-based Control of Social Learning,completed,6.0,6.5,0.5,0.03252728,30,2560405,16980,2577385,62974ee3-8222-46e3-b2e4-c3c1dc2558da,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/RtS4UqSmNt.md,,,Accept,8.0,2.0,8.0,8.0,,,
SpUXijnBEg,Direct Optimal Action Learning,completed,6.0,3.5,2.5,0.03096552,28,2917591,21475,2939066,d3250ca8-bb6f-4b90-844e-b81f34628661,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/SpUXijnBEg.md,,,Reject,4.0,2.0,6.0,2.0,,,
TgLW2DiRDG,Characterizing the Discrete Geometry of ReLU Networks,completed,6.5,7.5,1.0,0.02966151,19,2115739,18092,2133831,d32bf848-b809-4874-8428-e1a73ab37ae8,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TgLW2DiRDG.md,,,Accept,8.0,6.0,8.0,8.0,,,
TX4k7BF6aO,Agentic Reinforced Policy Optimization,completed,6.5,5.33,1.17,0.03280631,24,2807847,20703,2828550,ad2add4d-7163-4d10-b609-439de8baab83,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TX4k7BF6aO.md,,,Accept,4.0,4.0,8.0,,,,
SzXDuBN8M1,TD-JEPA: Latent-predictive Representations for Zero-Shot Reinforcement Learning,completed,7.0,7.5,0.5,0.03542809,28,3452899,20137,3473036,53dc6de0-1566-4681-bf7f-2a6bbcaab36a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/SzXDuBN8M1.md,,,Accept,8.0,8.0,6.0,8.0,,,
U2SJE6W3wT,Improved Adversarial Diffusion Compression for Real-World Video Super-Resolution,completed,6.5,5.5,1.0,0.03360071,27,3205651,20450,3226101,a0ee2128-6868-4601-a0eb-ca67f8e0da1c,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/U2SJE6W3wT.md,,,Accept,4.0,6.0,6.0,6.0,,,
SsUjdSVdUl,Critique-RL: Training Language Models For Critiquing Through Two-Stage Reinforcement Learning,completed,6.0,5.0,1.0,0.03804437,37,4239888,24035,4263923,01f802ea-b3ac-4247-a7f2-648d7f692c14,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/SsUjdSVdUl.md,,,Accept,6.0,4.0,4.0,6.0,,,
TBsTStMK41,"Accept More, Reject Less: Reducing up to 19% Unnecessary Desk-Rejections over 11 Years of ICLR Data",completed,6.0,4.0,2.0,0.03306271,31,3140583,22964,3163547,405900ec-86e1-44c2-b356-a70ec079b8ec,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TBsTStMK41.md,,,Reject,4.0,4.0,2.0,4.0,6.0,,
TjAhTNzRub,MoRE: Mixture of Remapping Experts For Irreversible Feature-Level Unlearning,completed,5.0,4.5,0.5,0.0386746,33,3999249,25493,4024742,00afbce5-b7ad-4695-8fd1-88ab6392ef89,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TjAhTNzRub.md,,,Reject,4.0,6.0,4.0,4.0,,,
UDIYU1X3vC,Proper Velocity Neural Networks,completed,7.0,4.8,2.2,0.03294072,26,2943281,22019,2965300,9b1087e7-2797-47d2-aea7-0ab9bff3e166,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/UDIYU1X3vC.md,,,Accept,6.0,6.0,4.0,6.0,2.0,,
U6ROetm5nW,Faster Kernel Density Estimation via Hashing Based Time–Space Tradeoffs,completed,6.0,4.5,1.5,0.03352773,24,2758407,26612,2785019,c2d2b8fc-0347-49f0-992e-06ac4960359b,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/U6ROetm5nW.md,,,Reject,8.0,6.0,2.0,2.0,,,
UJ2UUjT2ko,Mixing Mechanisms: How Language Models Retrieve Bound Entities In-Context,completed,7.0,8.0,1.0,0.03049148,27,2842883,19504,2862387,618e3ad1-d303-48e1-9a2b-1d0ee712e1a7,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/UJ2UUjT2ko.md,,,Accept,8.0,8.0,8.0,,,,
TjF9WLcu8o,Contrastive-Online-Meta (COM): A Dynamic Adaptation Mechanism for Instruction-Tuned CodeLLMs,completed,3.0,0.0,3.0,0.03088962,31,2790638,28107,2818745,b2960aff-dbb7-4e34-894d-1d64ffeaba52,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TjF9WLcu8o.md,,,Reject,0.0,0.0,0.0,0.0,,,
UESTP6dR1K,Automated Stateful Specialization for Adaptive Agent Systems,completed,6.0,6.5,0.5,0.0334165,29,3202739,21499,3224238,148c3e1b-e114-44d0-a8e7-046f11b7a05f,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/UESTP6dR1K.md,,,Accept,6.0,6.0,6.0,8.0,,,
USyGD0eUod,Automated Interpretability Metrics Do Not Distinguish Trained and Random Transformers,completed,5.0,6.0,1.0,0.02979116,30,2836700,19279,2855979,0aeefced-b6c3-4af9-a174-726a661d6948,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/USyGD0eUod.md,,,Accept,6.0,8.0,4.0,,,,
TADsPhlp32,Structural Semantic Features for Improved AI-Generated Fake Image Detection,completed,6.0,2.5,3.5,0.03777451,36,3906229,29902,3936131,e3baa33b-d3a5-4210-89a7-03b24ceabc4d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/TADsPhlp32.md,,,Reject,2.0,2.0,2.0,4.0,,,
VFaYukYt6K,Robotics in Representation Space: Learned Latents Meet Composable Costs,completed,4.5,3.33,1.17,0.03274004,25,2815257,22657,2837914,831e6f10-1b7e-43c2-bf0c-2fc88686cfba,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VFaYukYt6K.md,,,Reject,2.0,4.0,4.0,,,,
VK5G3Ff4Ty,Is Model Size a Barrier to Quality? Evaluating Small Language Models for  Clinical Text Summarization and Report Generation,completed,5.5,2.5,3.0,0.02951028,25,2478628,21884,2500512,0a473d24-f0a4-4c0b-8aea-c6112ec490b9,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VK5G3Ff4Ty.md,,,Reject,2.0,6.0,0.0,2.0,,,
VbTLgEUocp,LLMs Can Hide Text in Other Text of the Same Length,completed,5.5,7.0,1.5,0.03298099,27,3113723,20234,3133957,b78ca756-22b9-4896-b6ea-88da445a16d6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VbTLgEUocp.md,,,Accept,6.0,8.0,8.0,6.0,,,
VgVeQpagf7,High Performance Differentially Private Fine-Tuning using Dataset Distillation,completed,7.0,4.67,2.33,0.03389095,28,3142125,22015,3164140,e0a0333f-0186-4a48-b276-ab087be7a041,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VgVeQpagf7.md,,,Reject,4.0,4.0,6.0,,,,
VSDV0SWwOC,LS-Merge: Merging Language Models in Latent Space,completed,6.0,6.67,0.67,0.03515894,31,3587136,23119,3610255,39d9922c-178e-4c8f-9be2-4e43ae2c40a3,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VSDV0SWwOC.md,,,Accept,8.0,4.0,8.0,,,,
Vgm77U4ojX,SigmaDock: Untwisting Molecular Docking with Fragment-Based SE(3) Diffusion,completed,7.0,6.0,1.0,0.03595516,26,3209672,24214,3233886,c5b95c07-5f19-4e13-911c-30a8ff72205a,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Vgm77U4ojX.md,,,Accept,6.0,8.0,6.0,4.0,6.0,,
WgMZPsdJmC,An Analysis of the Cauchy Method for Different Steplength Coefficient,completed,4.0,0.5,3.5,0.02084864,15,373350,4825,378175,cb1f404b-38ec-493e-89f7-fd431f16743f,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/WgMZPsdJmC.md,,,Reject,0.0,0.0,2.0,0.0,,,
VmEkhV2yCX,Front-Loading Reasoning: The Synergy between Pretraining and Post-Training Data,completed,6.0,5.0,1.0,0.03632593,31,3660291,18557,3678848,3ad762b7-c019-444b-80f5-7d9661e73630,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VmEkhV2yCX.md,,,Accept,4.0,4.0,6.0,6.0,,,
W42oLSwI9p,One-Step Diffusion Solver for Non-binary Integer Linear Programming,completed,5.0,5.0,0.0,0.0346209,25,3079806,20721,3100527,2a4c4486-7331-4f6d-9c6b-feda07d224a6,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/W42oLSwI9p.md,,,Reject,4.0,4.0,6.0,6.0,,,
VjGU55hEwV,"RLIE: Rule Generation with Logistic Regression, Iterative Refinement, and Evaluation for Large Language Models",completed,5.5,2.5,3.0,0.03330074,29,3185704,22892,3208596,acf220d1-9997-4384-8a70-f9ecf75bd103,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/VjGU55hEwV.md,,,Reject,2.0,2.0,2.0,4.0,,,
W4FAenIrQ2,RedSage: A Cybersecurity Generalist LLM,completed,6.5,6.67,0.17,0.03417142,27,3171103,21448,3192551,8650c880-ec26-4d64-b8c5-c2ce9594b70f,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/W4FAenIrQ2.md,,,Accept,6.0,8.0,6.0,,,,
Vsgq2ldr4K,Reasoning with Sampling: Your Base Model is Smarter Than You Think,completed,5.0,7.5,2.5,0.03417515,26,2927084,26059,2953143,a07f6270-237e-4439-82e1-f677333f1ab5,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Vsgq2ldr4K.md,,,Accept,8.0,8.0,6.0,8.0,,,
WwDNiisZQm,Content-Aware Mamba for Learned Image Compression,completed,6.5,4.0,2.5,0.03030436,26,2704691,20445,2725136,f06e7132-7851-47fe-8c48-8c1e3b5179f4,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/WwDNiisZQm.md,,,Accept,6.0,2.0,4.0,4.0,,,
XIAta0WOJ6,Faster Gradient Methods for Highly-smooth Stochastic Bilevel Optimization,completed,6.5,6.0,0.5,0.03144683,24,2683406,18986,2702392,bd124360-369b-4a0d-96bd-7f59e057a842,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/XIAta0WOJ6.md,,,Accept,8.0,6.0,6.0,4.0,,,
WxTlAbRUE6,Benchmarking Compositional generalisation for Learning Inter-atomic Potentials,completed,6.0,2.5,3.5,0.02858711,28,2627613,21930,2649543,6792a186-95a1-4da3-a5ac-91a5679aca2d,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/WxTlAbRUE6.md,,,Reject,2.0,4.0,2.0,2.0,,,
Vit5M0G5Gb,Saddle-to-Saddle Dynamics Explains A Simplicity Bias Across Neural Network Architectures,completed,6.5,6.0,0.5,0.0398383,37,4203584,32663,4236247,245e85c0-5d2b-4f3e-8178-41e8bc0ded32,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Vit5M0G5Gb.md,,,Accept,8.0,6.0,4.0,6.0,6.0,,
X2yzXtH4wp,Ambig-SWE: Interactive Agents to Overcome Underspecificity in Software Engineering,completed,6.0,5.33,0.67,0.0311755,29,2904333,23460,2927793,8f160062-2dff-4089-bf39-056d336b314c,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/X2yzXtH4wp.md,,,Accept,6.0,6.0,4.0,,,,
Wes9HF3ppt,Insertion Language Models: Sequence Generation with Arbitrary-Position Insertions,completed,6.0,5.0,1.0,0.03307875,28,2970056,25808,2995864,2e4c7a86-6f8e-4dde-bf6f-2ada700a000e,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/Wes9HF3ppt.md,,,Reject,4.0,6.0,6.0,4.0,,,
XHzrBDzKaX,Castle-in-the-Air: Evaluating MLLM Visual Abilities on Human Cognitive Benchmarks,completed,6.0,5.0,1.0,0.03763959,32,3975008,22502,3997510,18b5b4ba-840c-4927-98fe-a6ce1e54f4f0,/home/wg25r/split_review/DeepReviewer-v2-openai/data/benchmarks/iclr2026_new/reviews/XHzrBDzKaX.md,,,Reject,4.0,8.0,4.0,4.0,,,
